"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Rinoa Heartilly","WG","U","168417","5.19","27769","6.90","100406","58.9%","55.1%","16850","56.2%","23841","57.8%","40691","57.1%","59360","53.7%","3.4pp"
"Rufus Shinra","WB","U","178614","5.53","26919","7.61","89248","54.2%","55.4%","15424","58.6%","21265","55.3%","36689","56.7%","51974","54.4%","2.3pp"
"Rydia, Summoner of Mist","RG","U","188742","6.16","25045","8.66","57789","38.4%","53.1%","10162","54.1%","14013","53.4%","24175","53.7%","33468","52.7%","1.0pp"
"Serah Farron","WG","R","58748","4.69","8179","6.73","17433","35.5%","51.1%","2997","49.9%","4098","51.7%","7095","51.0%","10250","51.1%","-0.1pp"
"Shantotto, Tactician Magician","UR","U","127869","4.15","40160","4.49","196073","78.3%","56.4%","34315","59.2%","55876","58.9%","90191","59.0%","104586","54.0%","5.0pp"
"Sin, Spira's Punishment","UBG","R","28498","2.47","13884","2.46","74334","86.6%","54.8%","12427","55.9%","20942","61.4%","33369","59.4%","39645","50.7%","8.6pp"
"Squall, SeeD Mercenary","WB","R","27738","2.43","10941","2.46","53713","79.4%","54.6%","9157","57.2%","13302","58.1%","22459","57.7%","30849","52.2%","5.5pp"
"Tellah, Great Sage","UR","R","35750","3.02","12084","3.24","57908","79.6%","53.2%","9650","51.8%","16545","56.0%","26195","54.4%","31431","52.1%","2.3pp"
"Terra, Magical Adept","RG","M","18127","3.12","4667","3.46","14334","51.2%","52.6%","2441","54.1%","3603","55.0%","6044","54.6%","8216","51.2%","3.5pp"
"Tidus, Blitzball Star","WU","U","176851","5.82","23512","8.11","66037","46.9%","52.2%","11489","50.9%","16489","51.6%","27978","51.3%","37961","52.9%","-1.6pp"
"Ultimecia, Time Sorceress","UB","U","164495","4.88","29864","6.65","117795","65.4%","53.2%","19406","51.1%","33863","57.2%","53269","55.0%","62879","51.5%","3.5pp"
"Vivi Ornitier","UR","M","10415","1.88","5674","1.79","29328","82.6%","55.3%","5273","59.2%","8391","59.0%","13664","59.0%","15486","51.9%","7.1pp"
"The Wandering Minstrel","UG","R","56884","4.51","12489","5.53","40558","54.1%","52.2%","7161","51.7%","11324","58.2%","18485","55.7%","21657","49.0%","6.7pp"
"Yuna, Hope of Spira","WG","M","11930","2.16","5401","2.03","23458","69.5%","55.8%","3999","58.3%","5759","61.8%","9758","60.4%","13518","52.3%","8.1pp"
"Zidane, Tantalus Thief","WR","U","177939","5.48","28774","7.35","97432","55.0%","56.4%","16273","55.5%","22954","60.1%","39227","58.2%","58037","55.2%","3.0pp"
"Adventurer's Airship","","C","585905","8.04","73620","11.43","82572","18.3%","54.5%","14319","54.3%","19702","53.8%","34021","54.0%","48086","54.8%","-0.8pp"
"Aettir and Priwen","","M","27962","4.40","3101","6.72","3493","18.9%","47.0%","602","38.7%","859","43.5%","1461","41.5%","1977","51.0%","-9.4pp"
"Blitzball","","C","547116","6.51","69682","9.50","179586","42.9%","51.4%","32798","49.8%","45513","51.8%","78311","51.0%","99935","51.6%","-0.7pp"
"Buster Sword","","M","6957","1.16","6217","1.15","39403","99.0%","57.2%","6876","61.4%","9844","60.5%","16720","60.8%","21875","54.0%","6.9pp"
"Elixir","","U","231226","8.22","25352","12.00","6999","4.6%","47.5%","1182","41.3%","1901","48.9%","3083","46.0%","3773","48.6%","-2.6pp"
"Excalibur II","","R","65292","5.08","6915","8.11","6288","15.2%","48.6%","1115","45.1%","1415","45.1%","2530","45.1%","3503","50.8%","-5.7pp"
"Genji Glove","","R","51406","4.10","5729","6.14","14221","41.6%","51.4%","2327","47.5%","3417","51.6%","5744","50.0%","8286","52.2%","-2.2pp"
"Instant Ramen","","C","581298","7.73","66345","11.25","73654","18.3%","52.7%","13434","51.1%","18327","54.6%","31761","53.1%","40484","52.2%","1.0pp"
"Iron Giant","","C","589081","8.44","55557","12.45","21367","6.4%","47.9%","3529","42.1%","5563","48.6%","9092","46.0%","12158","49.2%","-3.1pp"
